,CODEX,SEX,CPF,ANY,SELE,CPE
1832,278148,H,08186,2013,11.59,8186.0
1833,278169,H,08022,2013,10.755999999999998,8017.0
1834,278251,D,08029,2013,12.642000000000001,8036.0
1835,278254,H,08012,2013,11.18,8010.0
1836,278256,H,08034,2013,10.644,8034.0
1837,277097,H,08029,2013,11.18,8017.0
1838,278094,H,22487,2013,11.325999999999999,25520.0
1839,278104,H,08030,2013,11.208,8030.0
1840,277507,H,08800,2013,12.126,8800.0
1841,277691,D,08025,2013,12.315999999999999,8006.0
1842,277597,H,25200,2013,11.918,25200.0
1843,279203,H,08758,2013,9.996,8034.0
1844,279397,D,43746,2013,10.552,43740.0
1845,279268,H,08034,2013,10.39,
1846,277146,H,08017,2013,10.607999999999999,8034.0
1847,276991,D,43892,2013,11.412,43890.0
1848,276999,H,43201,2013,10.44,43120.0
1849,292904,H,17180,2014,10.254000000000001,17006.0
1850,292908,H,08021,2014,12.14,
1851,292911,H,46780,2014,13.065999999999999,
1852,292912,H,08173,2014,12.645999999999999,8034.0
1853,292932,H,08350,2014,11.752,8350.0
1854,289416,D,08017,2014,10.562000000000001,8017.0
1855,289278,D,08025,2014,11.78,8025.0
1856,289291,H,00000,2014,11.0,
1857,289298,H,17244,2014,10.65,17244.0
1858,289301,D,08017,2014,12.286,8034.0
1859,289152,H,08029,2014,11.934000000000001,8034.0
1860,289171,H,08320,2014,11.276,8302.0
1861,289313,H,08021,2014,10.708,8034.0
1862,289328,H,08185,2014,10.485999999999999,8187.0
1863,288998,H,08980,2014,9.762,8980.0
1864,289002,H,08006,2014,10.136000000000001,8006.0
1865,289103,D,12310,2014,11.56,
1866,289010,H,08022,2014,9.886000000000001,8034.0
1867,289023,H,08915,2014,10.332,8911.0
1868,289027,H,17480,2014,10.87,17480.0
1869,289107,H,08025,2014,11.235999999999999,8025.0
1870,289112,H,43002,2014,11.315999999999999,43007.0
1871,289114,D,07800,2014,11.784,
1872,289119,H,08021,2014,10.204,8017.0
1873,289121,D,08017,2014,12.436,8022.0
1874,289124,H,08032,2014,9.8,8034.0
1875,289126,H,17400,2014,11.722000000000001,17450.0
1876,289034,H,08902,2014,9.594,8902.0
1877,289404,D,08172,2014,12.648,8034.0
1878,289131,H,08020,2014,11.99,8930.0
1879,289134,D,08007,2014,10.822000000000001,8034.0
1880,289048,D,08960,2014,10.992,8980.0
1881,289051,H,17004,2014,10.51,17002.0
1882,289054,H,43007,2014,10.755999999999998,43003.0
1883,289215,H,08924,2014,11.758,8911.0
1884,289216,H,08024,2014,12.714,8032.0
1885,289229,H,08022,2014,10.272,8034.0
1886,289240,D,08028,2014,12.265999999999998,8034.0
1887,289062,H,08023,2014,10.386,8034.0
1888,289077,H,08282,2014,10.878,8719.0
1889,289085,H,08012,2014,10.376,8017.0
1890,289090,H,07820,2014,13.187999999999999,
1891,289264,D,08731,2014,10.73,8720.0
1892,288961,H,17003,2014,12.47,17003.0
1893,289336,H,17800,2014,11.936,17800.0
1894,289337,H,08036,2014,11.806,8036.0
1895,289347,H,08023,2014,10.67,8034.0
1896,289356,H,08023,2015,10.184,8022.0
1897,289370,H,08397,2014,11.06,8397.0
1898,288974,H,08028,2014,10.11,
1899,289382,H,08001,2014,11.594000000000001,8034.0
1900,289386,H,08022,2014,10.124,8017.0
1901,289395,H,08025,2014,11.05,8025.0
1902,289211,H,08918,2014,12.732000000000001,8930.0
1903,294146,H,17160,2014,10.895999999999999,17160.0
1904,304048,H,08035,2015,11.154000000000002,8035.0
1905,304051,H,08338,2015,12.374,8330.0
1906,304325,H,08005,2015,10.714,8005.0
1907,304164,H,08015,2015,9.758,8034.0
1908,304021,H,08310,2015,11.384,8310.0
1909,304287,H,08330,2015,9.696,8338.0
1910,304305,H,08503,2015,10.458,8500.0
1911,304307,H,08029,2015,13.072000000000001,8029.0
1912,304314,D,08552,2015,11.318,8552.0
1913,304039,H,08560,2015,11.842,8560.0
1914,304046,H,43391,2015,11.186,43206.0
1915,304059,H,08915,2015,12.822000000000001,8912.0
1916,304065,D,08015,2015,10.458,
1917,304249,H,43850,2015,12.22,43840.0
1918,304265,H,25003,2015,13.032,25111.0
1919,304266,H,07014,2015,13.284,
1920,304353,H,17800,2015,10.7,17800.0
1921,304357,H,08031,2015,9.7,8027.0
1922,304074,H,08830,2015,10.845999999999998,8830.0
1923,304088,D,08038,2015,10.128,8902.0
1924,304094,H,08022,2015,11.005999999999998,8022.0
1925,304096,D,25002,2015,12.325999999999999,25193.0
1926,304105,H,08012,2015,11.892000000000001,8034.0
1927,304172,D,08401,2015,11.324000000000002,8401.0
1928,304373,H,08023,2015,9.932,8035.0
1929,304375,H,08022,2015,10.187999999999999,8022.0
1930,304376,H,08029,2015,10.546,8950.0
1931,304199,H,08830,2015,12.712,8830.0
1932,304200,H,08290,2015,12.01,8034.0
1933,304206,D,08014,2015,12.282,8014.0
1934,304208,H,08251,2015,9.79,8930.0
1935,304210,D,08173,2015,12.14,8017.0
1936,304218,H,08029,2015,11.102,8029.0
1937,304219,H,43700,2015,12.094000000000001,43700.0
1938,304223,D,08014,2015,11.692,8023.0
1939,304407,H,43202,2015,9.656,43205.0
1940,304128,H,08907,2015,11.665999999999999,8907.0
1941,304130,H,07200,2015,11.658,
1942,304133,H,08391,2015,12.024000000000001,8916.0
1943,304134,H,08025,2015,12.538,8025.0
1944,304139,H,08001,2016,10.974,8001.0
1945,304237,H,08025,2015,9.708,8013.0
1946,304238,D,25300,2015,13.017999999999999,25300.0
1947,304239,D,43881,2015,10.02,43881.0
1948,303962,H,08506,2015,11.225999999999999,8500.0
1949,303966,H,08035,2015,9.798,8017.0
1950,303998,H,08024,2015,11.600999999999999,
1951,304012,H,08203,2015,11.254000000000001,8202.0
1952,309131,D,08192,2015,10.558,8193.0
1953,309139,D,08011,2015,12.15,8029.0
1954,308049,H,08028,2015,11.338,
1955,308051,H,08172,2015,12.4,
1956,230666,H,08034,2010,11.982000000000001,8034.0
1957,230302,H,08450,2010,11.572000000000001,8440.0
1958,230159,D,08860,2010,10.146,8860.0
1959,231441,D,07320,2010,9.166,
1960,231371,H,08032,2010,11.224,8035.0
1961,228268,H,25210,2010,10.995999999999999,25210.0
1962,227958,H,08860,2010,12.89,8850.0
1963,229121,H,08021,2010,10.31,
1964,226431,H,07703,2010,11.796,
1965,227825,H,08907,2010,9.954,8907.0
1966,227994,D,17500,2010,9.844,17500.0
1967,228063,H,08635,2010,11.02,8640.0
1968,227290,D,08006,2010,9.812000000000001,8006.0
1969,226467,H,08036,2010,11.686,8023.0
1970,229211,H,08009,2010,9.92,8023.0
1971,227351,H,08029,2010,12.395999999999999,8036.0
1972,227365,H,08912,2010,12.694,8912.0
1973,227040,D,08001,2010,10.52,8001.0
1974,227045,H,08901,2011,10.334000000000001,8901.0
1975,228091,H,08700,2010,10.998,8700.0
1976,228099,H,43340,2010,10.874,43002.0
1977,227320,H,08912,2010,10.706,8912.0
1978,227328,H,08512,2010,12.328,8500.0
1979,227261,D,08006,2010,11.66,8034.0
1980,229248,H,08870,2010,10.59,8034.0
1981,228027,H,08759,2010,10.825999999999999,8759.0
1982,228581,H,08849,2010,12.936,8830.0
1983,226680,D,08041,2010,12.624,8022.0
1984,226684,H,08458,2010,10.186,8401.0
1985,227728,H,08800,2010,10.958,8800.0
1986,227737,H,08188,2010,10.43,8440.0
1987,230805,H,08173,2010,10.828,8017.0
1988,227744,H,08017,2010,12.43,8022.0
1989,228533,H,43840,2010,11.38,43120.0
1990,228535,D,43202,2010,11.98,43205.0
1991,227786,H,08195,2010,10.17,8195.0
1992,227457,H,08901,2010,9.998,8907.0
1993,227588,H,08940,2010,12.04,8017.0
1994,227807,D,08037,2010,12.352,8034.0
1995,227814,H,08015,2010,10.076,8902.0
1996,227475,H,08022,2010,13.13,8017.0
1997,227480,H,08017,2010,12.114,8017.0
1998,227816,H,08907,2010,12.924000000000001,8906.0
1999,227620,H,08023,2010,10.014,8006.0
2000,227409,D,08349,2010,10.904000000000002,8017.0
2001,227433,D,17530,2010,12.315999999999999,8500.0
2002,227436,H,08507,2010,11.484000000000002,8500.0
2003,230210,H,08640,2010,10.402000000000001,8640.0
2004,227505,H,08940,2010,11.298,8902.0
2005,228623,D,43206,2010,11.404000000000002,43110.0
2006,228629,D,08030,2010,12.444,8030.0
2007,227755,D,08015,2010,11.095999999999998,8034.0
2008,228736,H,08310,2010,9.78,8310.0
2009,243200,H,08027,2010,10.578,8027.0
2010,228880,H,08026,2010,10.118,8025.0
2011,229736,D,08006,2010,11.292,8006.0
2012,227094,D,08028,2010,12.048,8034.0
2013,228162,H,17800,2010,12.335999999999999,17800.0
2014,243049,H,08032,2010,10.074,8032.0
2015,243368,H,20008,2011,12.245999999999999,
2016,245150,H,08302,2011,10.74,8304.0
2017,243768,H,07814,2011,10.28,
2018,245768,H,43882,2011,10.46,8770.0
2019,245084,H,08024,2011,10.436,8024.0
2020,244408,H,08401,2011,12.394,8400.0
2021,243863,H,08028,2011,10.306,
2022,232772,H,08110,2010,10.724,8110.0
2023,244203,H,17500,2011,12.572000000000001,17500.0
2024,245796,H,08302,2011,11.04,8302.0
2025,244364,H,43203,2011,10.437999999999999,43206.0
2026,245731,H,08015,2011,10.796,8036.0
2027,244379,H,43392,2011,12.044,43120.0
2028,244300,H,08330,2011,10.93,8330.0
2029,246057,H,25740,2011,10.356,8243.0
2030,243543,H,99999,2011,10.439,
2031,245132,H,08017,2011,10.78,8017.0
2032,245137,H,08006,2011,10.1,8017.0
2033,245074,H,08034,2011,11.924000000000001,8034.0
2034,232677,H,08028,2010,11.764000000000001,8034.0
2035,232234,H,08006,2010,9.687999999999999,8022.0
2036,246514,H,08028,2011,10.994000000000002,8034.0
2037,246733,H,43510,2011,10.677999999999999,43500.0
2038,245335,H,08029,2011,11.84,8022.0
2039,244937,H,08024,2011,11.144,8025.0
2040,246156,H,08201,2011,10.0,8017.0
2041,246007,H,08302,2011,11.862,8304.0
2042,244848,H,25790,2011,11.39,25280.0
2043,245369,H,08173,2011,11.106,8034.0
2044,245378,H,08370,2011,10.37,8370.0
2045,245520,D,08017,2011,11.446,8034.0
2046,244705,H,08970,2011,11.85,8021.0
2047,245440,H,08013,2011,10.272,8012.0
2048,246104,H,08800,2011,10.93,8800.0
2049,245676,D,08017,2011,11.96,8034.0
2050,245451,H,08023,2011,10.93,8022.0
2051,245601,H,08003,2011,10.64,8010.0
2052,245603,H,08036,2011,9.732000000000001,8010.0
2053,243454,H,08017,2011,10.918,8173.0
2054,245408,D,08030,2011,11.136,8030.0
2055,244117,D,43392,2011,10.058,43205.0
2056,247121,D,44570,2011,11.818,
2057,248927,H,08029,2011,10.344000000000001,8036.0
2058,261078,H,08950,2012,11.042,8950.0
2059,248887,H,08402,2011,10.288,8023.0
2060,248890,D,07013,2011,9.99,
2061,250437,H,08140,2011,9.658,8181.0
2062,248965,H,08034,2011,10.878,8034.0
2063,261779,H,08901,2012,10.472000000000001,8901.0
2064,261788,D,08950,2012,11.332,8017.0
2065,261789,H,08025,2012,12.73,8007.0
2066,261795,D,08950,2012,10.542,8950.0
2067,248715,H,08329,2011,10.148,8302.0
2068,261729,H,08901,2012,11.415999999999999,8907.0
2069,250259,D,08032,2011,9.658,8041.0
2070,248547,D,08034,2011,11.02,8034.0
2071,250998,H,08203,2011,10.548,8204.0
2072,248456,D,08770,2011,10.98,8770.0
2073,248431,D,17320,2011,11.116,17320.0
2074,261015,H,08019,2012,11.36,8027.0
2075,260767,H,17527,2012,11.03,17520.0
2076,260549,H,17300,2012,12.45,17300.0
2077,258256,H,08206,2012,11.31,8202.0
2078,259044,H,08700,2012,11.356,8700.0
2079,259211,H,08820,2012,10.522,8907.0
2080,259137,H,08017,2012,12.845,
2081,259217,D,43500,2012,13.192,43500.0
2082,260932,H,43004,2012,12.4,43002.0
2083,258377,H,08700,2012,11.472000000000001,8700.0
2084,261541,D,08017,2012,10.905999999999999,8034.0
2085,258474,D,08870,2012,11.18,8770.0
2086,258408,D,08980,2012,11.372,8980.0
2087,259342,H,50012,2012,12.135,
2088,259904,H,08500,2010,11.342,8500.0
2089,259698,H,08591,2012,11.618,8500.0
2090,259851,H,08034,2012,12.046,8034.0
2091,259189,H,08041,2012,12.514000000000001,8009.0
2092,258424,D,08028,2012,10.69,8017.0
2093,261161,H,08980,2012,12.054,8980.0
2094,261883,D,08030,2012,11.376,8016.0
2095,261439,H,08021,2012,10.884,8034.0
2096,261219,H,08029,2012,12.508,8029.0
2097,261858,H,25110,2012,11.114,25111.0
2098,261397,H,08037,2012,12.002,
2099,259015,H,08700,2012,11.754000000000001,8700.0
2100,265159,H,43850,2012,10.45,43850.0
2101,264796,D,43007,2012,10.384,43005.0
2102,264725,D,08757,2012,11.607999999999999,8757.0
2104,260095,D,08034,2012,10.78,8023.0
2105,260096,H,08017,2012,11.922,8017.0
2106,258169,H,22572,2012,11.332,25008.0
2107,258173,H,08380,2012,10.876,8380.0
2108,258174,D,08589,2012,11.05,8500.0
2109,260033,H,08320,2012,11.298,8320.0
2110,260173,H,08330,2012,11.194,8302.0
2111,259485,D,08021,2012,10.884,8017.0
2112,260330,D,08860,2012,10.552,8017.0
2113,260697,H,08870,2012,11.402000000000001,8870.0
2114,260038,H,08570,2012,10.908,8500.0
2115,274402,H,08036,2012,9.968,8006.0
2116,275153,D,08029,2013,11.106,8029.0
2117,262951,D,08757,2012,11.532,8757.0
2118,263243,H,08023,2011,10.86,
2119,274985,H,08130,2013,10.548,8130.0
2120,275008,H,08901,2013,10.968,8901.0
2121,264976,H,07010,2012,10.398,
2122,262803,H,08005,2012,11.744000000000002,8005.0
2124,276164,H,08022,2013,10.97,8017.0
2125,276166,H,43500,2013,10.966,43500.0
2126,276167,H,08019,2013,11.595999999999998,8009.0
2127,276021,H,08022,2013,10.8,8017.0
2128,276026,D,08006,2013,10.6,8022.0
2130,276179,H,08906,2013,10.522,8901.0
2131,276198,H,08006,2013,11.88,8006.0
2132,276239,H,25002,2013,11.276,25111.0
2133,276613,D,08790,2013,12.952,8004.0
2134,275659,H,08026,2013,11.712,8009.0
2135,276642,H,08025,2013,11.005999999999998,8036.0
2136,276359,H,99999,2013,10.48,
2137,276085,H,08330,2013,10.362,8302.0
2138,276524,H,08185,2013,10.96,8186.0
2139,274355,D,08013,2013,12.594000000000001,8032.0
2140,274715,H,08028,2012,10.074,8028.0
2141,276475,D,08030,2013,10.73,8030.0
2142,275097,H,08193,2013,11.088,8034.0
2143,274855,H,08901,2013,11.267999999999999,8901.0
2144,273909,H,08022,2012,10.468,8035.0
2145,276857,H,08010,2013,11.668,8007.0
2146,274802,H,07570,2013,12.814,
2147,274810,D,07670,2013,12.002,
2148,273964,D,08010,2013,12.325999999999999,8034.0
2149,280213,D,25005,2013,11.706,25005.0
2150,280216,H,07210,2013,10.52,
2151,280241,D,08008,2013,10.475999999999999,8034.0
2152,277047,H,08635,2013,11.41,8635.0
2153,277754,H,08025,2013,10.995999999999999,8025.0
2154,276330,H,08017,2013,10.7,8017.0
2155,276343,H,07820,2015,10.434000000000001,
2156,275597,H,43890,2013,12.005999999999998,43890.0
2157,278305,H,08022,2013,11.762,8022.0
2158,276248,H,35017,2013,9.972999999999999,
2159,275604,D,17800,2013,10.118,17800.0
2160,275689,H,08500,2013,10.097999999999999,8500.0
2161,277993,H,25730,2013,11.088,25730.0
2162,277334,H,08023,2013,11.794,8006.0
2163,277510,D,08006,2013,10.984000000000002,8034.0
2164,277019,H,08912,2013,12.982000000000001,8912.0
2165,278961,H,08830,2013,10.764000000000001,8830.0
2166,278974,H,08440,2013,10.802,8440.0
2167,292929,H,08021,2014,12.815999999999999,8173.0
2168,289146,H,08029,2014,10.218,8021.0
2169,289300,D,08034,2014,12.17,8022.0
2170,289162,H,07004,2014,11.776,
2171,289164,D,08009,2014,10.252,8022.0
2172,289166,H,08500,2014,10.352,8500.0
2173,289254,H,08029,2014,11.26,
2174,289169,H,43850,2014,10.548,43850.0
2175,289174,D,08036,2014,11.042,8036.0
2176,289324,H,08024,2014,11.372,8024.0
2177,289326,H,08021,2014,11.857999999999999,8021.0
2178,289329,D,08190,2014,10.772,8193.0
2179,289331,H,08029,2014,11.415999999999999,8029.0
2180,288984,D,08192,2014,11.4,8193.0
2181,288987,H,43007,2014,11.777999999999999,43007.0
2182,288989,D,08023,2014,9.516,8006.0
2183,288991,H,25002,2014,11.7,25002.0
2184,288994,H,17200,2014,12.54,17230.0
2185,289004,D,08022,2014,9.936,8022.0
2186,289191,D,01007,2014,11.544,
2187,289202,H,08391,2014,10.668,8912.0
2188,289203,H,07010,2014,10.966,
2189,289104,D,20009,2014,11.258,
2190,289007,D,08006,2014,10.48,8022.0
2191,289011,H,08023,2014,10.79,8006.0
2192,289013,H,08917,2014,10.904000000000002,8912.0
2193,289015,D,07011,2014,10.097999999999999,
2194,289019,H,25716,2014,11.064,8695.0
2195,289111,H,08301,2014,11.102,8302.0
2196,289411,H,43204,2014,11.89,43205.0
2197,289132,H,08173,2014,10.744000000000002,8172.0
2198,289142,D,08022,2014,11.862,8022.0
2199,289046,H,08830,2014,12.446,8830.0
2200,289050,H,08197,2014,12.895999999999999,8173.0
2201,289225,D,08021,2014,11.946,8022.0
2202,289228,H,08960,2014,9.527999999999999,8960.0
2203,289063,H,08913,2014,10.422,8930.0
2204,289067,H,08006,2014,11.788,8022.0
2205,289074,H,25500,2014,10.504000000000001,8960.0
2206,289089,H,08870,2014,9.84,8870.0
2207,289377,H,43201,2014,9.862,43206.0
2208,289344,H,08026,2014,10.357999999999999,8009.0
2209,289354,H,08036,2014,10.078,8017.0
2210,289360,D,08028,2014,11.857999999999999,8028.0
2211,289367,H,08028,2014,11.988,8034.0
2212,289205,H,08530,2014,10.825999999999999,8530.0
2213,288963,H,08519,2014,10.374,8500.0
2214,288965,H,08024,2014,10.542,8034.0
2215,288969,H,25110,2014,12.276,25002.0
2216,288970,H,25006,2014,10.675999999999998,25003.0
2217,288971,H,08980,2014,10.234,8034.0
2218,289276,H,08304,2014,12.665999999999999,8301.0
2219,288977,H,08023,2014,11.262,8022.0
2220,289385,H,08027,2014,10.572000000000001,8030.0
2221,294156,H,08019,2014,11.994000000000002,8916.0
2222,294158,H,07005,2014,10.822000000000001,
2223,304156,H,08028,2015,12.276,
2224,304166,H,08021,2015,10.076,8017.0
2225,304167,H,08850,2015,11.145999999999999,8850.0
2226,304168,D,08005,2015,12.204,8034.0
2227,304169,H,08570,2015,11.132,8570.0
2228,304285,H,17600,2015,10.245999999999999,17600.0
2229,304286,H,08035,2015,10.902000000000001,8035.0
2230,304013,D,08029,2015,11.638,8017.0
2231,304015,H,08940,2015,10.212,8940.0
2232,304297,H,08024,2015,10.124,8024.0
2233,304304,H,08302,2015,13.356,8303.0
2234,304320,D,08290,2015,11.998,8193.0
2235,304022,D,17003,2015,12.515999999999998,17003.0
2236,304031,H,08186,2015,12.472000000000001,8187.0
2237,304035,H,08024,2015,10.972000000000001,8034.0
2238,304047,H,08700,2015,11.21,8700.0
2239,308057,H,08038,2015,12.294,8014.0
2240,304064,D,08028,2015,12.354000000000001,8902.0
2241,304069,H,08840,2015,10.918,8840.0
2242,304256,H,17860,2015,10.106,17500.0
2243,304268,H,08037,2015,12.65,8009.0
2244,304272,H,25008,2015,12.894,25111.0
2245,304278,H,08759,2015,10.254000000000001,8034.0
2246,304339,H,08012,2015,11.698,8006.0
2247,304354,H,08015,2015,12.464,8021.0
2248,304355,H,08911,2015,10.668,8911.0
2249,304359,H,08015,2015,10.578,8015.0
2250,304083,H,08017,2015,11.4,8017.0
2251,304176,H,08195,2015,9.8,8021.0
2252,304178,H,08790,2015,11.552,8770.0
2253,304180,H,08551,2015,10.22,8551.0
2254,304181,H,25520,2015,9.936,25520.0
2255,304367,H,08197,2015,11.452,8021.0
2256,304368,H,20013,2015,10.21,
2257,304374,H,08016,2015,9.772,8030.0
2258,304111,H,08635,2015,9.66,8635.0
2259,304116,D,08173,2015,11.085999999999999,8034.0
2260,304207,H,07460,2015,11.558,
2261,304222,D,20018,2015,10.964,
2262,304224,H,08850,2015,11.945,8850.0
2263,304385,H,08960,2015,9.856,8950.0
2264,304387,H,08005,2015,11.796,
2265,304388,H,08700,2015,12.048,8700.0
2266,304399,H,08025,2015,9.87,8025.0
2267,304403,H,25100,2015,10.038,25100.0
2268,304406,H,08018,2015,10.79,43840.0
2269,304121,H,25241,2013,10.224,25230.0
2270,304140,H,08500,2015,9.812000000000001,8500.0
2271,304145,H,08031,2015,10.654000000000002,8031.0
2272,304228,H,08021,2015,12.604000000000001,8173.0
2273,304235,H,43800,2015,10.462,43002.0
2274,303982,H,08739,2015,12.042,8770.0
2275,303983,H,08014,2015,10.856,8010.0
2276,303985,H,38410,2015,10.309000000000001,
2277,303999,D,08700,2015,11.175999999999998,8700.0
2278,304000,H,08029,2015,11.258,8029.0
2279,304002,H,08401,2015,11.562000000000001,8400.0
2280,309145,D,08035,2015,11.404000000000002,8035.0
2281,310467,H,08960,2015,9.84,
2282,308044,H,17800,2015,10.758,17800.0
2283,308063,H,08940,2015,9.916,8906.0
2284,308065,H,08005,2015,12.23,8010.0
2285,231325,H,08917,2010,9.79,8912.0
2286,229176,H,08520,2010,10.645999999999999,8530.0
2287,230188,H,08173,2010,13.59,8173.0
2288,226793,D,07800,2010,10.48,
2289,226463,H,08029,2010,10.004,8034.0
2290,226464,H,08150,2010,10.915999999999999,8401.0
2291,227303,H,08034,2010,10.154,8017.0
2292,227309,H,08023,2010,12.495999999999999,8022.0
2293,227338,H,08032,2010,10.517999999999999,8034.0
2294,227341,D,08037,2010,12.244000000000002,8034.0
2295,227871,H,08720,2010,10.908,8720.0
2296,226410,H,10000,2010,12.507,
2297,227178,H,08024,2010,10.36,8024.0
2298,227327,H,08500,2010,10.927999999999999,8500.0
2299,227334,H,08500,2010,11.927999999999999,8500.0
2300,227878,H,17002,2010,10.892000000000001,17005.0
2301,227048,D,08905,2010,11.334000000000001,8901.0
2302,228958,H,08029,2010,11.267999999999999,8014.0
2303,227707,H,08019,2010,10.492,8010.0
2304,226774,H,35002,2010,13.161,
2305,227641,H,08027,2010,11.18,8027.0
2306,227775,H,08195,2010,10.308,8034.0
2307,227801,H,08023,2010,11.432,8017.0
2308,229857,H,08005,2010,10.792,
2309,228540,D,25005,2010,9.924,25002.0
2310,228657,H,08330,2010,11.154000000000002,8302.0
2311,227476,H,08028,2010,9.88,8017.0
2312,227482,D,08197,2010,11.76,8017.0
2313,227497,H,08503,2010,12.542,8500.0
2314,227636,H,08034,2010,11.574000000000002,8035.0
2315,226888,D,08350,2010,9.842,8350.0
2316,232153,H,08173,2010,9.624,8021.0
2317,232965,H,08035,2010,10.549000000000001,
2318,232981,H,08100,2010,10.708,8100.0
2319,229949,H,08034,2010,9.95,8034.0
2320,228128,D,25282,2010,12.354000000000001,25280.0
2321,229754,D,08041,2010,12.864,8007.0
2322,226944,H,07410,2010,12.15,
2323,228164,H,17520,2010,10.56,17520.0
2324,229146,H,43850,2010,11.488,43205.0
2325,243050,D,07006,2011,11.73,
2326,245307,H,08021,2011,11.138,8034.0
2327,245308,H,08008,2011,10.754000000000001,8034.0
2328,243773,H,20012,2011,12.718,
2329,246304,D,08301,2011,11.8,8302.0
2330,245763,H,08017,2011,10.46,8017.0
2331,245776,H,08019,2011,9.774,8009.0
2332,245708,H,08025,2011,11.27,8017.0
2333,245724,H,08017,2011,10.187999999999999,8034.0
2334,245113,H,08980,2011,10.458,8034.0
2335,245219,H,08037,2011,10.898,8036.0
2336,243740,H,08034,2011,12.263,
2337,245229,H,08042,2011,9.918,8035.0
2338,246356,H,08197,2011,11.724,8173.0
2339,246373,D,08029,2010,11.847999999999999,8036.0
2340,244289,H,43850,2011,12.008,43850.0
2341,244290,H,43850,2011,10.964,43850.0
2342,244455,H,43002,2011,11.5,43003.0
2343,244468,D,08036,2011,11.524000000000001,8029.0
2344,245826,H,08034,2011,12.18,8022.0
2345,232526,D,43201,2010,10.48,43206.0
2346,232235,H,08005,2010,9.638,8022.0
2347,232347,H,08028,2010,9.756,8028.0
2348,232351,H,08150,2010,9.746,8100.0
2349,244129,H,43700,2011,12.668,43700.0
2350,245432,H,08711,2011,9.722000000000001,8700.0
2351,247426,H,08302,2010,9.49,8301.0
2352,245332,D,08017,2011,12.517999999999999,8022.0
2353,245344,H,08201,2011,11.162,8201.0
2354,245486,D,08005,2011,10.614,8005.0
2355,245516,D,08034,2011,11.55,8034.0
2356,245517,D,08034,2011,11.324000000000002,8034.0
2357,244843,H,17600,2011,10.45,17600.0
2358,245377,H,08370,2011,11.347999999999999,8370.0
2359,245654,H,08018,2011,10.2,8027.0
2360,243993,D,08870,2010,12.126,8009.0
2361,244886,H,08022,2011,10.224,8021.0
2362,244149,D,43007,2011,9.81,43003.0
2363,245674,H,08029,2011,10.94,8034.0
2364,245675,H,08028,2011,10.76,8034.0
2365,244891,H,08008,2011,11.595999999999998,8021.0
2366,245584,H,08025,2013,11.068,8034.0
2367,245585,H,08029,2011,10.83,8034.0
2368,244106,H,43007,2011,12.988,43007.0
2369,245929,H,08028,2011,11.82,8017.0
2370,245405,D,08754,2011,10.664000000000001,8022.0
2371,245553,D,08025,2011,11.062000000000001,8006.0
2372,245554,H,08005,2011,10.315999999999999,8010.0
2373,244633,H,08023,2011,9.744,8021.0
2374,245410,H,08030,2011,10.995999999999999,8030.0
2375,245473,H,08348,2011,10.315999999999999,8301.0
2376,244077,H,08013,2011,10.424000000000001,8013.0
2377,245633,D,08013,2011,9.932,8009.0
2378,252402,H,08840,2011,9.568,8850.0
2379,252403,H,08035,2011,9.606,8034.0
2380,247072,H,12580,2011,10.92,
2381,247077,H,08025,2011,10.628,
2382,252424,H,43001,2011,9.556000000000001,43003.0
2383,261690,D,08021,2012,12.288,8006.0
2384,254670,H,08029,2011,9.498,8034.0
2385,250540,H,08338,2011,9.654,8301.0
2386,261768,H,08037,2012,10.752,8950.0
2387,261782,H,17310,2012,11.985999999999999,17310.0
2388,248914,H,08302,2011,9.84,8303.0
2389,249896,H,08004,2011,9.664,8036.0
2390,261740,H,07004,2012,10.796,
2391,248504,H,08032,2011,10.222000000000001,8031.0
2392,250824,D,17300,2011,10.01,17003.0
2393,248425,H,08022,2011,11.87,8034.0
2394,259405,D,08195,2012,12.718,8034.0
2395,260528,H,08017,2012,11.728,8021.0
2396,260770,H,08026,2012,10.712,8026.0
2397,259251,H,08006,2012,11.88,8017.0
2398,259963,H,08013,2012,10.696,8009.0
2399,258490,H,25310,2012,12.5,25310.0
2400,258272,H,08006,2012,11.888,8034.0
2401,260950,H,08100,2012,10.876,8100.0
2402,259337,H,43005,2012,12.782,43005.0
2403,261630,H,08902,2012,11.322000000000001,8902.0
2404,258301,H,08008,2012,12.594000000000001,8017.0
2405,258233,D,08173,2012,12.548,8173.0
2406,259700,D,08034,2012,11.784,8029.0
2407,259702,D,08014,2012,11.366,8029.0
2408,259826,H,08015,2012,10.515999999999998,8036.0
2409,259848,H,08394,2012,10.734000000000002,8301.0
2410,259855,H,25173,2012,12.062000000000001,25110.0
2411,259187,D,08192,2012,12.376,8034.0
2412,261332,H,08014,2012,11.488,8014.0
2413,261337,H,43392,2012,12.05,43206.0
2414,261353,H,43007,2012,11.53,43003.0
2415,261112,H,08173,2012,11.46,8017.0
2416,261216,H,07760,2012,11.844000000000001,
2417,261950,H,08042,2012,10.755999999999998,8031.0
2418,261281,H,08023,2012,11.56,8902.0
2419,261961,H,08026,2012,10.484000000000002,8009.0
2420,261381,D,08021,2012,11.448,8006.0
2421,261487,H,08750,2012,11.138,8750.0
2422,261422,H,08022,2012,10.684000000000001,8035.0
2423,259916,H,08028,2012,12.14,8023.0
2424,262064,H,08004,2011,13.036,8001.0
