CODEX,SEX,CPF,ANY,SELE,CPE
245332,D,08017,2011,12.518,08022
245344,H,08201,2011,11.162,08201
245486,D,08005,2011,10.614,08005
245516,D,08034,2011,11.55,08034
245517,D,08034,2011,11.324,08034
244843,H,17600,2011,10.45,17600
245377,H,08370,2011,11.348,08370
245654,H,08018,2011,10.2,08027
243993,D,08870,2010,12.126,08009
244886,H,08022,2011,10.224,08021
244149,D,43007,2011,9.81,43003
245674,H,08029,2011,10.94,08034
245675,H,08028,2011,10.76,08034
244891,H,08008,2011,11.596,08021
245584,H,08025,2013,11.068,08034
245585,H,08029,2011,10.83,08034
244106,H,43007,2011,12.988,43007
245929,H,08028,2011,11.82,08017
245405,D,08754,2011,10.664,08022
245553,D,08025,2011,11.062,08006
245554,H,08005,2011,10.316,08010
244633,H,08023,2011,9.744,08021
245410,H,08030,2011,10.996,08030
245473,H,08348,2011,10.316,08301
244077,H,08013,2011,10.424,08013
245633,D,08013,2011,9.932,08009
252402,H,08840,2011,9.568,08850
252403,H,08035,2011,9.606,08034
247072,H,12580,2011,10.92,
247077,H,08025,2011,10.628,
252424,H,43001,2011,9.556,43003
261690,D,08021,2012,12.288,08006
254670,H,08029,2011,9.498,08034
250540,H,08338,2011,9.654,08301
261768,H,08037,2012,10.752,08950
261782,H,17310,2012,11.986,17310
248914,H,08302,2011,9.84,08303
249896,H,08004,2011,9.664,08036
261740,H,07004,2012,10.796,
248504,H,08032,2011,10.222,08031
250824,D,17300,2011,10.01,17003
248425,H,08022,2011,11.87,08034
259405,D,08195,2012,12.718,08034
260528,H,08017,2012,11.728,08021
260770,H,08026,2012,10.712,08026
259251,H,08006,2012,11.88,08017
259963,H,08013,2012,10.696,08009
258490,H,25310,2012,12.5,25310
258272,H,08006,2012,11.888,08034
260950,H,08100,2012,10.876,08100
259337,H,43005,2012,12.782,43005
261630,H,08902,2012,11.322,08902
258301,H,08008,2012,12.594,08017
258233,D,08173,2012,12.548,08173
259700,D,08034,2012,11.784,08029
259702,D,08014,2012,11.366,08029
259826,H,08015,2012,10.516,08036
259848,H,08394,2012,10.734,08301
259855,H,25173,2012,12.062,25110
259187,D,08192,2012,12.376,08034
261332,H,08014,2012,11.488,08014
261337,H,43392,2012,12.05,43206
261353,H,43007,2012,11.53,43003
261112,H,08173,2012,11.46,08017
261216,H,07760,2012,11.844,
261950,H,08042,2012,10.756,08031
261281,H,08023,2012,11.56,08902
261961,H,08026,2012,10.484,08009
261381,D,08021,2012,11.448,08006
261487,H,08750,2012,11.138,08750
261422,H,08022,2012,10.684,08035
259916,H,08028,2012,12.14,08023
262064,H,08004,2011,13.036,08001
265174,H,08180,2012,11.51,08180
264334,H,08860,2012,11.08,08860
259000,H,08924,2012,12.818,08924
264489,H,08041,2012,11.614,08024
258731,H,08940,2012,11.186,08940
260269,H,07400,2012,11.266,
260382,H,43740,2012,10.624,43740
259597,H,43201,2012,11.278,43120
259442,D,08950,2012,10.46,08034
259997,H,08031,2011,10.526,08902
260721,H,17820,2012,12.532,17820
258748,H,08021,2012,10.614,08034
258750,H,08029,2012,10.606,08036
260804,H,08017,2012,11.734,08017
258162,H,08016,2012,11.684,08016
260158,H,08031,2012,11.56,08031
258916,H,08024,2012,11.976,08024
260424,H,08197,2012,12.048,08173
260661,H,25006,2012,12.168,25002
258937,D,07703,2012,11.33,
258713,H,08750,2012,10.544,08750
260334,H,08032,2012,11.048,08012
258972,H,08041,2012,12.028,08024
260196,D,08006,2012,11.422,08021
274700,H,17834,2013,13.426,17458
274368,H,08022,2013,11.644,08021
274626,H,08017,2013,11.798,08173
265086,H,07004,2012,11.236,
262844,H,08023,2012,10.494,08017
262806,D,43500,2012,11.256,43500
276755,H,08012,2013,10.15,08024
276821,D,43890,2013,11.228,43890
275778,H,08028,2013,10.95,08014
276787,H,08980,2013,11.92,08980
275945,H,08037,2013,11.326,08009
276710,H,08800,2013,10.492,08800
276229,H,22500,2013,10.342,25110
275640,H,25300,2013,11.28,08006
276633,H,08023,2013,12.264,08006
276641,H,08330,2013,11.358,08330
275391,H,08024,2013,10.934,08035
275676,H,08025,2013,10.114,08009
275679,H,08100,2011,10.166,08100
275519,H,08041,2013,12.644,08031
275525,H,08970,2013,11.462,08034
275319,H,08198,2013,13.042,08021
276462,H,17230,2013,12.58,17230
274930,D,08021,2013,11.13,
274282,H,08021,2012,10.068,08017
275466,H,08230,2013,12.864,08230
277065,D,43781,2013,10.234,43780
280125,H,08017,2013,10.618,08022
280245,H,08021,2013,9.852,08034
277465,H,08017,2013,11.13,08017
277466,H,08020,2013,10.746,08027
275624,H,08008,2013,11.264,08009
275698,H,08017,2013,11.59,08035
277177,H,17600,2013,12.186,17600
278072,H,08924,2012,11.672,08924
277084,D,43500,2013,11.89,43500
277315,H,08402,2013,10.062,08520
281291,H,08028,2013,9.758,17430
281293,H,08028,2013,9.724,08034
279357,H,43430,2013,10.878,43400
277893,H,17100,2013,12.238,17100
277915,H,08500,2013,10.482,08500
278190,H,43203,2013,12.264,43206
276984,H,25560,2013,12.006,25560
279255,H,00000,2013,11,
277829,D,08017,2013,13.052,08193
278234,D,08017,2013,11.636,08022
292901,H,43747,2014,10.324,43740
292906,D,08035,2014,10.504,08034
292910,H,07014,2014,12.392,
292921,D,08329,2014,10.436,08320
292928,D,08015,2014,13.516,08021
292934,H,08840,2014,10.66,08840
292260,D,08013,2014,12.216,08010
289415,H,08328,2014,10.732,08010
289419,H,08024,2014,11.142,08022
289287,H,17857,2014,10.336,08035
289295,D,43890,2014,11.35,43110
289305,H,08950,2014,10.054,08034
289307,H,07013,2014,12.572,
289151,H,08025,2014,11.774,08009
289163,D,08034,2014,11.942,08034
289167,H,08203,2014,13.72,08205
289250,H,08338,2014,10.832,08302
289253,H,25620,2014,10.164,25620
289256,H,08010,2014,10.738,08010
289315,H,08173,2014,10.722,08034
289321,H,08030,2014,10.042,08030
289327,H,43206,2014,11.964,43204
289333,H,08017,2014,10.008,08017
288999,H,08030,2014,10.246,08030
289195,H,12594,2014,10.12,
289196,H,08025,2014,10.024,08025
289200,H,25140,2014,9.544,25400
289201,H,07750,2014,10.872,
289099,D,08017,2014,11.594,08022
289105,D,08022,2014,10.916,08022
289008,H,08022,2014,12.352,08017
289009,H,08013,2014,11.256,08009
289118,H,08015,2014,11.468,08015
289120,D,25196,2014,11.338,25111
289123,H,08032,2014,10.964,08022
289405,H,08021,2012,10.088,08021
289049,H,08029,2014,11.426,08029
289233,D,08172,2014,10.884,08034
289234,D,08024,2014,10.402,08012
289237,D,08017,2014,11.276,08022
289242,H,43420,2014,11.186,08719
289243,D,08243,2014,12.334,08242
289058,H,17001,2014,11.53,17003
289064,H,08010,2014,9.886,08010
289075,H,08390,2014,11.156,08390
289078,D,08017,2014,10.042,08034
289081,D,08017,2014,10.598,08022
289372,H,12500,2014,9.426,
289379,H,17002,2014,10.798,17005
289094,H,08130,2014,10.356,08100
289265,H,08021,2014,12.704,08173
288957,D,08340,2014,11.294,08390
289341,H,08902,2014,11.036,08014
289343,D,08025,2014,12.898,08034
289346,H,35600,2014,11.914,
289349,D,08023,2014,11.188,08023
289355,H,08006,2014,11.054,08022
289358,H,08005,2014,11.68,
289359,D,07005,2014,10.936,
289363,D,08011,2014,12.026,08034
289208,D,08830,2014,10.988,08830
288979,H,08859,2014,10.386,08850
289381,D,08202,2014,12.078,08193
289393,H,08006,2014,10.26,08034
289209,H,25620,2014,12.122,25620
289398,H,25003,2014,10.394,25002
289399,H,08907,2014,11.768,08907
289043,D,43201,2014,9.778,43206
289044,H,08029,2014,10.498,08029
304049,H,07210,2015,11.444,
304050,H,25280,2014,10.512,25280
304324,H,08006,2015,11.144,08034
304289,H,08014,2015,11.286,08014
304290,H,08006,2015,10.688,08173
304312,D,25125,2015,12.756,25196
304322,H,07200,2015,9.996,
304055,H,08820,2015,10.41,08820
304057,H,08380,2015,13.342,17003
304244,H,08901,2015,10.67,08907
304245,H,08186,2015,11.026,08010
304248,D,07140,2015,10.976,
304251,H,08031,2015,9.812,08180
304252,H,08031,2015,11.278,08031
304341,H,08391,2015,10.59,08390
304086,H,08700,2015,11.068,08700
304092,H,08770,2015,11.398,08770
304103,H,08015,2015,12.366,08015
304171,D,08205,2015,11.69,08034
304177,H,08037,2015,10.022,08021
304193,D,25004,2015,11.984,25002
304371,H,08197,2015,9.716,08034
304372,H,08017,2015,12.284,08022
304377,H,08017,2015,13.018,08034
304381,H,08028,2015,11.628,08034
304113,H,08620,2015,11.082,08620
304203,D,08195,2015,11.578,08193
304204,H,08034,2015,10.47,08006
304211,H,08800,2015,10.504,08800
304215,H,08107,2015,9.73,08520
304394,H,08500,2015,11.89,08500
304402,H,35420,2015,11.245,
304409,H,08922,2015,10.31,08917
304135,H,08031,2015,12.848,08032
304136,H,08029,2015,11.552,08017
304225,H,08022,2015,11.582,08022
304229,D,08021,2015,12.638,08017
304410,H,08905,2015,9.764,08907
303965,H,08022,2015,10.602,08022
303975,H,08005,2015,12.346,08010
303988,H,08035,2015,11.574,08031
309135,H,08034,2014,9.364,08017
308045,H,07015,2015,11.994,
308046,H,08028,2015,12.216,08034
308048,H,08923,2015,9.746,08924
308056,H,08021,2015,10.638,08034
308058,H,08906,2015,11.25,08950
308060,H,08800,2015,11.078,08800
308064,H,08172,2015,10.93,08022
